state_code,LGD_ST_Code,state_name,district_code,LGD_Dist_Code,district_name,total_no_of_job_cards_issued,total_no_of_workers,total_no_of_active_job_cards,total_no_of_active_workers,sc_worker_percentage_against_acive_workers,st_worker_percentage_against_active_workers,approved_labour_budget,persondays_of_central_liability_so_far,sc_persondays_percentage_of_total,st_persondays_percentage_of_total,women_persondays_percentage_of_total,average_days_employment_per_household,average_wage_rate_per_day_per_person,total_no_of_HHs_completed_100_days,total_households_worked,total_individuals_worked,differently_abled_persons_worked,no_of_GPs_with_NIL_expenditure,total_no_of_works_taken_up_new_and_spillover,no_of_ongoing_works,no_of_completed_works,percentage_of_NRM_expenditure_in_MWC_blocks,percentage_of_category_B_works,percentage_expenditure_on_agriculture_and_allied_works,total_expenditure,wages,material_and_skilled_wages,total_admin_expenditure,district_normalized,Total_AWCs,Total_Children
31,9,UTTAR PRADESH,3159,126.0,BALLIA,326812,413376,161108,209275,47216,7564,2396317,3223458,719752,110781,1457011,41,247.013075427073,1340,77406,87087,227,21,32122,19557,12565,78.14,26,67.14,10443.729646535,7962.36274090003,2003.655845635,477.71106,BALLIA,,
31,9,UTTAR PRADESH,3160,146.0,GHAZIPUR,475230,615684,281846,374695,94845,3450,5199651,6157157,1461688,55995,2904375,39,246.263464501558,1702,154397,177318,210,5,37360,22358,15002,72.03,21,38.1,21360.8929844142,15162.8281430002,5577.679691414,620.38515,GHAZIPUR,,
31,9,UTTAR PRADESH,3161,187.0,VARANASI,164342,233455,78568,122706,44775,848,1097678,1034507,370411,7628,534194,29,253.791371184535,394,34986,42194,154,2,17494,12761,4733,59.77,32,55.87,4682.6638355,2625.4895003,1796.2066652,260.96767,VARANASI,,
31,9,UTTAR PRADESH,3162,170.0,MIRZAPUR,287241,411574,144907,220199,97411,2484,2489734,2059120,862473,25006,1107373,34,249.942190343448,1053,60467,73787,252,2,32421,21654,10767,74.58,38,57.49,6914.44388510001,5146.60962980001,1438.7349553,329.0993,MIRZAPUR,,
31,9,UTTAR PRADESH,3163,184.0,SONBHADRA,285960,434405,167784,263058,78727,79994,2751927,2254400,641068,751936,1271235,33,248.350049228175,1098,67998,85476,320,1,24900,16654,8246,72.52,43,58.84,8734.87736965398,5598.80350979998,2828.001369854,308.07249,SONBHADRA,,
31,9,UTTAR PRADESH,3164,144.0,GAUTAM BUDDHA NAGAR,11330,12756,517,553,173,11,0,0,0,0,0,0,0.0,0,0,0,0,89,260,260,0,0.0,11,0.0,0.0,0.0,0.0,0.0,GAUTAM BUDDHA NAGAR,,
31,9,UTTAR PRADESH,3165,124.0,BAGHPAT,17750,21754,3653,4738,1566,4,22233,13052,4025,0,5099,15,248.189118142813,0,837,902,7,5,2066,1911,155,98.2,5,88.74,36.5555597,32.3936437,2.424996,1.73692,BAGHPAT,,
31,9,UTTAR PRADESH,3166,163.0,HATHRAS,82567,107613,48254,66290,21973,54,711867,807071,258666,898,195997,32,245.707070096683,371,24733,28800,68,14,9743,7869,1874,78.74,10,61.47,2888.221261803,1983.0305077,746.214804103,158.97595,HATHRAS,,
31,9,UTTAR PRADESH,3167,154.0,AMROHA,147570,201584,103059,145389,39746,90,2095165,1854288,461497,1531,476534,32,245.743124493067,997,57136,67433,96,0,25551,15231,10320,91.0,20,50.13,7518.12933588601,4556.7852683,2651.26017758601,310.08389,AMROHA,,
31,9,UTTAR PRADESH,3168,155.0,KANNAUJ,145012,181553,90911,117115,38654,19,1698493,1765155,502068,473,559937,38,251.540605538891,800,46353,52389,226,6,18965,14994,3971,77.63,29,65.7,6178.630011118,4440.0815757,1504.797985418,233.75045,KANNAUJ,,
31,9,UTTAR PRADESH,3169,122.0,AURAIYA,145163,178923,90897,115483,46621,380,2177613,2763710,1013281,11473,913907,45,250.565938560852,1309,60667,66593,130,2,17555,12134,5421,68.52,20,56.03,8804.75671273011,6924.91590060011,1589.95125213,289.88956,AURAIYA,,
31,9,UTTAR PRADESH,3170,158.0,KAUSHAMBI,151808,199177,77412,108134,49989,69,1184864,1091184,511774,905,569403,34,247.150004719644,745,31617,36731,111,7,14725,11411,3314,75.53,39,39.77,4216.305026809,2696.8613075,1380.293659309,139.15006,KAUSHAMBI,,
31,9,UTTAR PRADESH,3171,135.0,CHANDAULI,213701,306890,151685,224981,64269,1177,3850811,6037194,1422704,28472,2425882,54,247.295728308552,3440,110925,142663,252,9,26884,21839,5045,52.58,19,45.84,23117.6646750562,14929.7228717002,7751.43532335601,436.50648,CHANDAULI,,
31,9,UTTAR PRADESH,3172,160.0,KUSHI NAGAR,393596,530968,184906,261143,68003,1854,3478069,3846151,952923,31705,1631479,38,253.143586525854,1091,98673,117177,477,10,41116,23249,17867,68.45,28,58.79,13151.165327129,9736.28458460001,2845.615482529,569.26526,KUSHI NAGAR,,
31,9,UTTAR PRADESH,3173,179.0,SANT RAVIDAS NAGAR,126631,167976,66110,91309,36313,297,1123975,927779,354933,2179,505227,33,252.002262370671,683,27868,32391,55,3,11493,8331,3162,75.67,36,61.88,3612.27895755699,2338.02406979998,903.065907757,371.18898,SANT RAVIDAS NAGAR,,
31,9,UTTAR PRADESH,3174,178.0,SANT KABEER NAGAR,267244,338019,179215,225807,75341,210,3806387,3812845,1238958,3998,2079949,40,252.843583434417,1212,95166,102790,256,9,31651,14035,17616,82.53,39,59.7,13121.240904711,9640.5339288,3067.496155911,413.21082,SANT KABEER NAGAR,,
31,9,UTTAR PRADESH,3175,127.0,BALRAMPUR,185775,258326,132231,189041,47631,4064,2968460,2105596,562520,36639,842902,33,250.47283845524,889,63687,69742,268,1,26738,17690,9048,80.84,21,63.44,8837.898982226,5273.9460676,3135.864844626,428.08807,BALRAMPUR,,
31,9,UTTAR PRADESH,3176,181.0,SHRAVASTI,140541,194156,76080,110794,30860,1061,1881499,1912670,499056,13454,828555,45,251.747734047169,1023,42445,50444,207,0,14928,9636,5292,79.58,31,55.8,6124.93562514,4815.10338479999,1150.62387034,159.20837,SHRAVASTI,,
31,9,UTTAR PRADESH,3177,136.0,CHITRAKOOT,146784,235117,81626,135344,58909,30,1170554,976982,376894,518,490879,35,245.658923644445,609,27798,36191,167,5,16625,11263,5362,76.54,60,60.34,3870.77531118598,2400.04346539998,1306.057935786,164.67391,CHITRAKOOT,,
31,9,UTTAR PRADESH,3178,121.0,AMBEDKAR NAGAR,290525,370841,152976,206011,79002,451,2534248,2358177,905379,4959,1190276,34,250.764878921302,705,67530,74655,115,13,29296,20538,8758,85.57,27,48.83,9130.06548565,5913.4796988,2664.37966685,552.20612,AMBEDKAR NAGAR,,
31,9,UTTAR PRADESH,3179,165.0,MAHOBA,101046,169614,46961,84952,22774,97,883633,840323,201214,692,315361,40,249.110019635306,734,20530,27724,189,1,12389,9405,2984,81.43,49,42.36,3107.12631269999,2093.32879029999,877.5980124,136.19951,MAHOBA,,
31,9,UTTAR PRADESH,3180,633.0,KASHGANJ,115445,157706,79181,112982,25688,87,1290805,1448576,317798,1644,351704,32,248.667203853992,743,44169,50562,346,0,11751,8593,3158,90.91,8,59.7,5736.88067775601,3602.13343490001,1829.435802856,305.31144,KASHGANJ,,
31,9,UTTAR PRADESH,3181,640.0,AMETHI,236519,309472,128936,178120,54326,13,2335217,1840780,556130,266,707783,40,248.928001309227,1110,45854,51062,121,1,23766,15419,8347,62.1,27,45.47,7786.92515569099,4582.21686249999,2655.098373191,549.60992,AMETHI,,
31,9,UTTAR PRADESH,3182,661.0,HAPUR,17072,21043,8150,9686,4396,4,176610,210714,122205,104,91445,45,248.99945893486,132,4592,5165,18,2,2027,1149,878,99.97,4,87.73,571.4627777,524.6767199,44.2371578,2.5489,HAPUR,,
31,9,UTTAR PRADESH,3183,660.0,SHAMLI,48903,59468,16726,21827,3496,57,284079,248655,36530,624,79043,36,240.921871468501,130,6863,8098,65,6,5863,5149,714,70.04,13,52.85,664.50604198,599.0642795,59.68370248,5.75806,SHAMLI,,
31,9,UTTAR PRADESH,3184,659.0,SAMBHAL,152493,191911,91521,118323,35332,57,1594387,1176704,301573,619,294821,28,244.699861502978,345,41150,46172,70,9,21188,18115,3073,67.43,14,57.52,4589.136696936,2879.3930583,1367.241148636,342.50249,SAMBHAL,,
32,19,WEST BENGAL,3201,320.0,NADIA,764498,1487314,81085,171154,36759,4327,0,0,0,0,0,0,0.0,0,0,0,0,185,158,151,7,0.0,96,0.0,792.29587,0.0,0.0,792.29587,NADIA,,
32,19,WEST BENGAL,3202,704.0,PASCHIM BARDHAMAN,140168,286681,13701,29832,15895,5279,0,0,0,0,0,0,0.0,0,0,0,0,62,139,139,0,0.0,100,0.0,306.32527,0.0,0.0,306.32527,PASCHIM BARDHAMAN,,
32,19,WEST BENGAL,3203,307.0,BIRBHUM,677901,1360239,99091,210488,64827,12555,0,0,0,0,0,0,0.0,0,0,0,0,167,427,321,106,0.0,86,0.0,738.14401,0.0,0.0,738.14401,BIRBHUM,,
32,19,WEST BENGAL,3204,309.0,SILIGURI MAHAKUMA PARISAD,116152,214676,7234,14804,7684,4187,0,0,0,0,0,0,0.0,0,0,0,0,22,19,19,0,0.0,100,0.0,117.94047,3.03057,0.0,114.9099,SILIGURI MAHAKUMA PARISAD,,
32,19,WEST BENGAL,3205,313.0,HOWRAH,407287,579744,63180,103595,18676,325,0,0,0,0,0,0,0.0,0,0,0,0,157,129,128,1,0.0,99,0.0,377.32367,0.0,0.0,377.32367,HOWRAH,,
32,19,WEST BENGAL,3206,312.0,HOOGHLY,839783,1531521,86657,169728,74565,13348,0,0,0,0,0,0,0.0,0,0,0,0,207,945,213,732,0.0,41,0.0,961.28057,0.0,0.0,961.28057,HOOGHLY,,
32,19,WEST BENGAL,3207,314.0,JALPAIGURI,404346,776599,78952,160249,64258,22413,0,0,0,0,0,0,0.0,0,0,0,0,80,1526,686,840,0.0,74,0.0,396.51321,0.0,0.0,396.51321,JALPAIGURI,,
32,19,WEST BENGAL,3208,308.0,COOCHBEHAR,661514,1256591,37763,75003,42473,584,0,0,0,0,0,0,0.0,0,0,0,0,128,44,44,0,0.0,100,0.0,655.83622,0.0,0.0,655.83622,COOCHBEHAR,,
32,19,WEST BENGAL,3209,316.0,MALDAH,722821,1170695,60978,99660,12601,3744,0,0,0,0,0,0,0.0,0,0,0,0,146,701,701,0,0.0,100,0.0,559.51288,0.0,0.0,559.51288,MALDAH,,
32,19,WEST BENGAL,3210,318.0,PASCHIM MEDINIPUR,888464,1774094,209910,445360,91981,39713,0,0,0,0,0,0,0.0,0,0,0,0,211,3529,1442,2087,0.0,88,0.0,1051.20376,0.0,0.0,1051.20376,PASCHIM MEDINIPUR,,
32,19,WEST BENGAL,3211,317.0,PURBA MEDINIPUR,918287,1961129,74943,166846,16378,314,0,0,0,0,0,0,0.0,0,0,0,0,223,1831,741,1090,0.0,85,0.0,1068.93275,0.0,0.0,1068.93275,PURBA MEDINIPUR,,
32,19,WEST BENGAL,3212,319.0,MURSHIDABAD,1232244,2084854,78940,139336,18020,2455,0,0,0,0,0,0,0.0,0,0,0,0,250,2939,986,1953,0.0,96,0.0,927.18549,0.0,0.0,927.18549,MURSHIDABAD,,
32,19,WEST BENGAL,3213,305.0,BANKURA,686030,1538728,54008,126722,47671,11730,0,0,0,0,0,0,0.0,0,0,0,0,190,530,501,29,0.0,97,0.0,870.03888,0.0,0.0,870.03888,BANKURA,,
32,19,WEST BENGAL,3214,321.0,PURULIA,524140,1127248,60505,135942,15338,23838,0,0,0,0,0,0,0.0,0,0,0,0,170,1258,574,684,0.0,86,0.0,661.21943,2.74959,0.0,658.46984,PURULIA,,
32,19,WEST BENGAL,3215,303.0,NORTH 24 PARGANAS,873474,1521604,84716,157104,52360,8735,0,0,0,0,0,0,0.0,0,0,0,0,199,977,977,0,0.0,100,0.0,786.14172,1.1322,0.0,785.00952,NORTH 24 PARGANAS,,
32,19,WEST BENGAL,3216,304.0,SOUTH 24 PARGANAS,1402041,2356783,142687,257291,53246,2274,0,0,0,0,0,0,0.0,0,0,0,0,310,39753,442,39311,0.0,82,0.0,1120.7956,0.0,0.0,1120.7956,SOUTH 24 PARGANAS,,
32,19,WEST BENGAL,3217,310.0,DAKSHIN DINAJPUR,277902,521660,30262,61878,18219,10385,0,0,0,0,0,0,0.0,0,0,0,0,64,182,174,8,0.0,97,0.0,297.59524,0.0,0.0,297.59524,DAKSHIN DINAJPUR,,
32,19,WEST BENGAL,3218,311.0,UTTAR DINAJPUR,504842,934912,9687,19322,5796,345,0,0,0,0,0,0,0.0,0,0,0,0,98,3773,231,3542,0.0,83,0.0,350.44954,0.0,0.0,350.44954,UTTAR DINAJPUR,,
32,19,WEST BENGAL,3219,,GORKHALAND TERRITORIAL ADMINISTRATION (GTA),127895,208810,5881,9382,872,2687,0,0,0,0,0,0,0.0,0,0,0,0,70,10,10,0,0.0,100,0.0,311.31669,0.0,0.0,311.31669,GORKHALAND TERRITORIAL ADMINISTRATION (GTA),,
32,19,WEST BENGAL,3220,664.0,ALIPURDUAR,326766,638955,135553,279939,66433,69389,0,0,0,0,0,0,0.0,0,0,0,0,64,464,451,13,50.0,97,0.0,0.3380521,0.0,0.3380521,0.0,ALIPURDUAR,,
32,19,WEST BENGAL,3221,702.0,KALIMPONG,55738,89370,11655,21330,1483,5966,0,0,0,0,0,0,0.0,0,0,0,0,42,40,40,0,0.0,100,0.0,57.28918,0.0,0.0,57.28918,KALIMPONG,,
32,19,WEST BENGAL,3222,703.0,JHARGRAM,231019,470691,29065,62866,10125,18939,0,0,0,0,0,0,0.0,0,0,0,0,79,1233,1226,7,0.0,99,0.0,0.0,0.0,0.0,0.0,JHARGRAM,,
32,19,WEST BENGAL,3225,306.0,PURBA BARDHAMAN,914410,1822552,83347,169625,54777,13487,0,0,0,0,0,0,0.0,0,0,0,0,215,3525,971,2554,0.0,68,0.0,0.0,0.0,0.0,0.0,PURBA BARDHAMAN,,
33,22,CHHATTISGARH,3301,375.0,BILASPUR,200014,371725,149370,283501,50765,55089,4033195,3580269,665167,732305,1921170,39,250.045058522139,4556,90590,149316,980,2,54312,20101,34211,27.06,94,18.79,10353.475444712,8952.28571630002,838.850668412,562.33906,BILASPUR,,
33,22,CHHATTISGARH,3302,382.0,KAWARDHA,197448,449988,169489,391363,40092,73753,6234864,3451074,345003,796063,1746641,34,218.107059405271,3232,100688,200462,1981,2,48284,31268,17016,39.18,91,28.19,9738.30843495988,7527.03601929988,1543.59451566,667.6779,KAWARDHA,,
33,22,CHHATTISGARH,3303,378.0,DURG,120700,215774,102851,188838,21000,10995,1896767,1177432,146316,75787,826409,24,263.871713160505,572,47268,61218,407,0,12351,7784,4567,55.52,73,37.61,5118.964995157,3106.9099897,1616.900385457,395.15462,DURG,,
33,22,CHHATTISGARH,3304,388.0,RAJNANDAGON,136740,258454,127876,245755,15465,47086,4004145,2734793,182127,562588,1945816,31,256.12455794643,1611,87609,120111,1530,2,38099,22653,15446,42.92,89,11.35,8157.02076379791,7004.47648199991,581.948621798,570.59566,RAJNANDAGON,,
33,22,CHHATTISGARH,3305,389.0,SURGUJA,129412,223658,94944,173971,6688,101760,2048910,1619948,65243,913990,705917,39,269.923800350381,1532,40631,59988,121,0,34800,15314,19486,18.21,93,12.56,5554.898243352,4372.6252053,592.873078052,589.39996,SURGUJA,,
33,22,CHHATTISGARH,3306,384.0,KOREA,45494,74909,39132,66027,2494,24055,1297424,844254,33847,308750,398718,35,256.136965960477,911,24114,36288,81,1,11528,6135,5393,52.11,89,40.71,3146.22500194996,2162.44658059996,753.83529135,229.94313,KOREA,,
33,22,CHHATTISGARH,3307,380.0,JASHPUR,153048,298858,124995,251867,9824,132307,3181284,2696435,111377,1361670,1248731,42,272.778518165655,3919,63058,101830,399,0,46605,27244,19361,28.01,91,20.72,11994.0134181401,7355.29543630007,3982.11544184,656.60254,JASHPUR,,
33,22,CHHATTISGARH,3308,383.0,KORBA,132707,266598,111001,220176,13334,110304,1747806,3056448,189188,1556701,1635065,44,268.690671482044,5268,69231,120177,317,3,48639,16726,31913,36.2,95,28.85,10736.3355156995,8212.39065469951,2005.758271,518.18659,KORBA,,
33,22,CHHATTISGARH,3309,377.0,DHAMTARI,162414,361683,143761,328659,19031,89802,3042847,1901146,134814,685195,1015859,35,261.97594762843,829,53281,88324,362,0,31749,16592,15157,16.66,91,8.99,6196.118002159,4980.5452493,670.042522859,545.53023,DHAMTARI,,
33,22,CHHATTISGARH,3310,381.0,KANKER,133776,277288,113930,246247,10056,149119,3247126,2527177,97383,1578515,1329416,34,266.833546285043,2311,72602,113623,467,0,29226,10089,19137,64.53,92,40.43,8984.52663028895,6743.35600999995,1605.613910289,635.55671,KANKER,,
33,22,CHHATTISGARH,3311,374.0,BASTAR,147133,280565,78267,157751,2842,105017,2052068,2013759,36869,1306668,1105997,53,263.164005702766,2423,37558,52673,76,1,34055,19282,14773,17.17,93,16.23,6402.05732958197,5299.48884959997,636.454009982,466.11447,BASTAR,,
33,22,CHHATTISGARH,3312,376.0,DANTEWADA,53214,94614,30177,62890,1463,49390,582227,423088,9592,345327,212421,38,267.654925641948,772,11055,17276,217,27,12563,8799,3764,13.17,85,14.1,1587.31620739,1132.4158718,221.53398559,233.36635,DANTEWADA,,
33,22,CHHATTISGARH,3313,386.0,RAIGARH,141446,235459,111663,196105,17738,89827,2493045,2318713,228764,1009439,1173302,42,261.038555371016,2524,54571,81434,648,0,45796,15718,30078,28.5,94,18.28,7628.25492263894,6052.73491839994,924.564024239,650.95598,RAIGARH,,
33,22,CHHATTISGARH,3314,379.0,JANJGIR-CHAMPA,149494,299259,107142,230323,55085,20589,2565563,2061541,561346,201265,1050612,37,260.804538847396,1668,54256,94805,376,3,51685,23419,28266,18.62,94,18.38,6869.85022034699,5376.59249819999,986.665512147,506.59221,JANJGIR-CHAMPA,,
33,22,CHHATTISGARH,3315,385.0,MAHASAMUND,187751,370910,149045,307676,33253,77146,4041655,2561421,314392,673594,1315750,43,253.3591989954,2700,58430,102889,329,2,42066,15359,26707,16.35,95,13.52,7785.26054913997,6489.59572849997,683.70426064,611.96056,MAHASAMUND,,
33,22,CHHATTISGARH,3316,387.0,RAIPUR,158098,309093,129868,265138,45066,11513,2845155,2938648,558345,144284,1886447,33,239.827647717589,2523,88276,139151,1246,8,35595,11128,24467,54.02,86,39.98,9513.78935817497,7047.69037309997,2015.540835075,450.55815,RAIPUR,,
33,22,CHHATTISGARH,3317,636.0,BIJAPUR,54538,112618,38127,84176,3075,64605,1313426,679334,21228,549962,338764,37,268.466268889825,870,18337,33341,65,9,9442,6122,3320,45.46,85,28.89,2604.406999683,1823.7826431,596.060286583,184.56407,BIJAPUR,,
33,22,CHHATTISGARH,3318,637.0,NARAYANPUR,26128,61447,16873,42809,1020,35813,481951,365085,8745,316803,196937,42,270.523106317706,428,8545,14226,73,15,7181,3798,3383,33.15,89,38.11,1444.07430572,987.639282699998,365.95817302,90.47685,NARAYANPUR,,
33,22,CHHATTISGARH,3319,644.0,BALODA BAZAR,198899,444368,162929,386302,70099,53907,3194322,2507949,537148,410909,1328449,36,247.556459114597,2000,69463,133210,810,3,47166,22086,25080,16.8,93,14.28,7392.83736811796,6208.58974079996,533.947517318,650.30011,BALODA BAZAR,,
33,22,CHHATTISGARH,3320,645.0,GARIYABAND,151806,324380,132756,296035,24400,106748,2546065,2391194,201950,930034,1215671,35,247.723145022949,1950,67223,126153,357,1,43737,15868,27869,22.6,91,17.54,7523.87403185505,5923.54098040005,1175.485381455,424.84767,GARIYABAND,,
33,22,CHHATTISGARH,3321,650.0,BEMETARA,160348,336221,111973,251881,28526,8135,4031040,2108722,267443,73020,1106448,34,220.323875024785,1526,61436,107647,411,4,22130,6797,15333,51.01,86,31.51,5738.97956660016,4646.01802390016,589.4199127,503.54163,BEMETARA,,
33,22,CHHATTISGARH,3322,646.0,BALOD,157587,353841,137633,321284,20144,102572,3855482,2313708,158905,890185,1558158,26,255.190024207901,899,86717,118939,702,1,21274,8240,13034,57.76,82,37.64,8247.58640567715,5904.35200530015,1875.806780377,467.42762,BALOD,,
33,22,CHHATTISGARH,3323,643.0,KONDAGAON,100269,229893,79431,194582,6647,147272,1642545,1448974,57277,1056936,708176,40,276.923610147594,1743,35923,60360,323,1,29904,12438,17466,24.95,91,31.07,5967.081804195,4012.5511109,1551.346743295,403.18395,KONDAGAON,,
33,22,CHHATTISGARH,3324,642.0,SUKMA,49962,91844,31883,62175,714,53856,745069,529236,6099,455885,257907,48,273.048454640274,769,10911,17405,108,10,12462,5718,6744,8.97,94,9.22,1869.4198219,1445.0707194,237.5483725,186.80073,SUKMA,,
33,22,CHHATTISGARH,3325,647.0,MUNGELI,142155,279753,108787,222392,51758,19723,4250288,2843905,719644,297306,1403002,42,225.056628118723,3991,66364,119173,617,1,30880,11297,19583,41.66,87,39.77,7670.34223981377,6400.39669989977,848.555759914001,421.38978,MUNGELI,,
33,22,CHHATTISGARH,3326,648.0,SURAJPUR,137154,238325,121159,215463,8873,101056,1974277,2507430,101954,1183848,1169634,36,269.241129000602,2444,69451,106594,382,0,35068,11847,23221,48.51,92,41.18,8096.4805038188,6751.0328408998,718.079202919,627.36846,SURAJPUR,,
33,22,CHHATTISGARH,3327,649.0,BALRAMPUR,130892,228773,111177,200568,6395,108339,2857838,3068948,98726,1552578,1385126,43,276.145940032215,5087,70267,110714,37,8,55314,19609,35705,35.2,95,31.93,10102.7329024999,8474.77530369987,1002.7037588,625.25384,BALRAMPUR,,
33,22,CHHATTISGARH,3328,734.0,GAURELA PENDRA MARWAHI,68580,132126,60342,119126,6844,75781,1942555,1401626,70783,934838,702861,40,254.660458610208,1883,34877,57983,208,2,25924,11913,14011,38.8,92,34.89,4861.86174470191,3569.38719959991,1035.245195102,257.22935,GAURELA PENDRA MARWAHI,,
33,22,CHHATTISGARH,3329,762.0,SAKTI,131105,251168,102391,209673,51343,35320,2507991,2723574,687370,478229,1436850,37,260.463593326266,3501,72048,130633,838,0,58159,19207,38952,30.01,94,22.92,10506.0358985709,7093.9187072999,3022.372581271,389.74461,SAKTI,,
33,22,CHHATTISGARH,3330,761.0,MOHLA MANPUR AMBAGARH CHOWKI,62307,137467,59022,132666,6204,65654,1672497,1055171,50116,523153,579209,31,254.084757977619,596,33608,56294,552,0,17251,6981,10270,42.65,91,36.51,3429.02966570002,2681.02868160002,478.4882641,269.51272,MOHLA MANPUR AMBAGARH CHOWKI,,
33,22,CHHATTISGARH,3331,759.0,KHAIRAGARH CHHUIKHADAN GANDAI,77761,167858,72442,158621,12393,22201,2568601,1375550,114504,235140,758386,30,229.910627349069,807,45014,75849,515,0,18165,8579,9586,46.07,86,19.61,3816.83661911712,3162.53563450012,374.936454617,279.36453,KHAIRAGARH CHHUIKHADAN GANDAI,,
33,22,CHHATTISGARH,3332,763.0,SARANGARH BILAIGARH,134118,271390,104378,224909,61486,27037,2534365,2311978,621561,311976,1137672,38,248.366996338203,2472,60660,111092,627,8,32883,12827,20056,36.31,90,20.66,8057.11133988505,5742.19031460005,1938.812945285,376.10808,SARANGARH BILAIGARH,,
33,22,CHHATTISGARH,3333,760.0,MANENDRAGARH CHIRMIRI BHARATPUR,83963,151765,75052,138453,6196,83079,1567607,1397198,63496,800286,656922,32,260.043226500462,938,42760,64447,383,0,22371,9518,12853,46.59,86,31.07,5327.52318429293,3633.31875979993,1421.116374493,273.08805,MANENDRAGARH CHIRMIRI BHARATPUR,,
34,20,JHARKHAND,3401,339.0,RANCHI,378428,568040,156583,253104,12893,105736,3869743,3684497,192382,1314873,1894022,45,282.625486507385,3175,80600,95797,203,5,69704,56385,13319,66.24,97,66.05,12831.415661786,10413.3275716,2056.961240186,361.12685,RANCHI,,
34,20,JHARKHAND,3402,336.0,LOHARDAGA,105508,204086,55189,114074,5013,69004,1662169,1360106,67227,757368,714595,48,279.656325242297,1413,28069,37925,130,0,28219,22360,5859,52.25,98,52.88,4363.349561635,3803.622459,449.962932635,109.76417,LOHARDAGA,,
34,20,JHARKHAND,3403,331.0,GUMLA,235871,389436,116226,196874,7012,124168,3989065,2856691,108218,1617791,1283132,44,268.578512502753,2053,64649,77055,227,1,57534,51770,5764,81.01,97,77.42,8750.91599915101,7672.45819460001,896.816264550999,181.64154,GUMLA,,
34,20,JHARKHAND,3404,342.0,SIMDEGA,186474,290590,101519,162311,15302,106785,3794248,3042991,294531,1914697,1449629,51,285.304190130697,4082,59136,68128,217,0,50876,40308,10568,74.76,97,65.76,9323.743075715,8681.7808283,466.845697415003,175.11655,SIMDEGA,,
34,20,JHARKHAND,3405,338.0,PALAMU,468037,629889,220428,306163,78731,26965,6905949,5456983,1185528,418044,2678659,40,279.0216292849,1755,136022,163789,669,0,109935,92876,17059,72.17,97,62.73,17199.858236804,15226.1628764,1508.270640404,465.42472,PALAMU,,
34,20,JHARKHAND,3406,335.0,LATEHAR,228828,276005,147727,180124,25632,60578,6042177,5578794,787193,1679496,2858155,48,278.242636646917,7261,114549,125868,718,0,78113,55172,22941,85.27,98,42.85,16341.594364002,15522.5835187,624.686185301999,194.32466,LATEHAR,,
34,20,JHARKHAND,3407,328.0,GARHWA,441993,614681,255287,363654,51613,38633,12157825,6209665,690313,653015,2960314,37,279.830981809808,1794,167508,204877,269,0,86345,65038,21307,78.99,96,76.37,18887.613765587,17376.5665366,1075.191608987,435.85562,GARHWA,,
34,20,JHARKHAND,3408,343.0,WEST SINGHBHUM,386444,551338,156142,225547,5760,157779,4112777,3655418,87448,2452196,1767404,44,278.110955737484,4790,82749,90479,163,3,75729,61467,14262,73.19,95,67.24,11745.815950098,10166.117936,1317.761754098,261.93626,WEST SINGHBHUM,,
34,20,JHARKHAND,3409,341.0,SARAIKELA KHARSAWAN,244343,432837,115051,218131,10886,87461,3205787,2599522,112299,806550,1347722,41,280.671991793107,1403,62830,78848,222,1,62583,56044,6539,52.13,96,47.96,8277.68051950001,7296.13017450001,789.718625000001,191.83172,SARAIKELA KHARSAWAN,,
34,20,JHARKHAND,3410,327.0,EAST SINGHBUM,293255,515060,114420,217795,9506,102045,3125595,2334069,104769,958441,1386483,39,282.721151041379,1204,58749,68945,181,33,62213,51149,11064,62.4,97,56.12,8326.204564425,6598.9067429,1494.294071525,233.00375,EAST SINGHBUM,,
34,20,JHARKHAND,3411,326.0,DUMKA,354395,496896,161778,223841,12402,69805,6675748,5260716,283527,1315903,2621426,49,281.025445323412,3872,106351,115102,179,0,61819,46440,15379,76.64,97,70.01,16370.61264266,14783.9505662,1269.82675646,316.83532,DUMKA,,
34,20,JHARKHAND,3412,333.0,JAMTARA,265972,338016,148962,196359,15965,44723,6078228,5826448,444787,993708,3065903,50,279.402905590164,3124,114364,127390,164,0,73484,57531,15953,77.87,98,80.34,17042.38731086,16279.2650047,567.37823616,195.74407,JAMTARA,,
34,20,JHARKHAND,3413,340.0,SAHEBGANJ,374162,455442,128197,160004,6891,47664,3207794,2587379,89252,725998,1350329,37,284.729277975898,1040,69225,75151,482,4,53979,43554,10425,51.21,95,54.23,8559.648851427,7367.0255452,1022.475536227,170.14777,SAHEBGANJ,,
34,20,JHARKHAND,3414,337.0,PAKUR,264848,330608,102856,130268,3445,46000,3445831,2823300,66481,884884,1516339,45,280.348652183616,1283,62477,66492,63,0,51963,42556,9407,64.84,98,69.6,8889.99884097902,7915.08349710002,836.533433879,138.38191,PAKUR,,
34,20,JHARKHAND,3415,330.0,GODDA,334087,475727,133465,194262,9954,41281,4588056,3348815,144902,711390,1861589,43,279.117262816847,1154,76213,83868,179,5,63077,52835,10242,62.61,96,66.82,10774.202558356,9347.12076479999,1166.287133556,260.79466,GODDA,,
